,Seat,State,Name,LQ Score,Year
3410,3,TEXAS,Johnson S. R,5,2016
3411,30,TEXAS,Johnson E. D,85,2016
3412,24,TEXAS,Marchant R,0,2016
3413,10,TEXAS,McCaul R,0,2016
3414,19,TEXAS,Neugebauer R,0,2016
3415,16,TEXAS,ORourke D,100,2016
3416,22,TEXAS,Olson R,0,2016
3417,2,TEXAS,Poe R,0,2016
3418,4,TEXAS,Ratcliffe R,0,2016
3419,32,TEXAS,Sessions P. R,0,2016
3420,21,TEXAS,Smith Lamar R,5,2016
3421,13,TEXAS,Thornberry R,0,2016
3422,33,TEXAS,Veasey D,90,2016
3423,34,TEXAS,Vela D,75,2016
3424,14,TEXAS,Weber R,0,2016
3425,25,TEXAS,Williams R,0,2016
3426,1,UTAH,Bishop R. R,5,2016
3427,3,UTAH,Chaffetz R,0,2016
3428,4,UTAH,Love R,0,2016
3429,2,UTAH,Stewart R,0,2016
3430,1,VERMONT,Welch D,100,2016
3431,8,VIRGINIA,Beyer D,95,2016
3432,7,VIRGINIA,Brat R,0,2016
3433,10,VIRGINIA,Comstock R,15,2016
3434,11,VIRGINIA,Connolly D,85,2016
3435,4,VIRGINIA,Forbes R,0,2016
3436,6,VIRGINIA,Goodlatte R,5,2016
3437,9,VIRGINIA,Griffith R,10,2016
3438,5,VIRGINIA,Hurt R,5,2016
3439,2,VIRGINIA,Rigell R,5,2016
3440,3,VIRGINIA,Scott R. D,100,2016
3441,1,VIRGINIA,Wittman R,0,2016
3442,1,WASHINGTON,DelBene D,95,2016
3443,10,WASHINGTON,Heck D. D,95,2016
3444,3,WASHINGTON,Herrera Beutler R,0,2016
3445,6,WASHINGTON,Kilmer D,95,2016
3446,2,WASHINGTON,Larsen R. D,95,2016
3447,7,WASHINGTON,McDermott D,85,2016
3448,5,WASHINGTON,McMorris Rodgers R,0,2016
3449,4,WASHINGTON,Newhouse R,0,2016
3450,8,WASHINGTON,Reichert R,10,2016
3451,9,WASHINGTON,Smith Adam D,65,2016
3452,3,WEST VIRGINIA,Jenkins E. R,0,2016
3453,1,WEST VIRGINIA,McKinley R,5,2016
3454,2,WEST VIRGINIA,Mooney R,0,2016
3455,7,WISCONSIN,Duffy R,0,2016
3456,6,WISCONSIN,Grothman R,0,2016
3457,3,WISCONSIN,Kind D,75,2016
3458,4,WISCONSIN,Moore D,90,2016
3459,2,WISCONSIN,Pocan D,95,2016
3460,8,WISCONSIN,Ribble R,0,2016
3461,1,WISCONSIN,Ryan P. R S S S S S  S S S S S S S S S S S S S S,0,2016
3462,5,WISCONSIN,Sensenbrenner R,0,2016
3463,1,WYOMING,Lummis R,0,2016
3464,4,ALABAMA,AderholtR,0,2017
3465,5,ALABAMA,Brooks M. R,5,2017
3466,1,ALABAMA,Byrne R,0,2017
3467,6,ALABAMA,Palmer R,0,2017
3468,2,ALABAMA,Roby R,0,2017
3469,3,ALABAMA,Rogers Mike D. R,5,2017
3470,7,ALABAMA,Sewell D,85,2017
3471,1,ALASKA,Young D. R,0,2017
3472,8,ARIZONA,Franks R,0,2017
3473,7,ARIZONA,Gallego Ruben D,95,2017
3474,4,ARIZONA,Gosar R,5,2017
3475,3,ARIZONA,Grijalva D,100,2017
3476,1,ARIZONA,Kirkpatrick D,75,2017
3477,2,ARIZONA,McSally R,0,2017
3478,5,ARIZONA,Biggs R,0,2017
3479,6,ARIZONA,Schweikert R,0,2017
3480,9,ARIZONA,Sinema D,65,2017
3481,1,ARKANSAS,Crawford R,5,2017
3482,2,ARKANSAS,Hill R,0,2017
3483,4,ARKANSAS,Westerman R,0,2017
3484,3,ARKANSAS,Womack R,0,2017
3485,31,CALIFORNIA,Aguilar D,75,2017
3486,37,CALIFORNIA,Bass D,100,2017
3487,34,CALIFORNIA,Gomez D,55,2017
3488,7,CALIFORNIA,Bera D,70,2017
3489,26,CALIFORNIA,Brownley D,80,2017
3490,42,CALIFORNIA,Calvert R,0,2017
3491,24,CALIFORNIA,Carbajal D,75,2017
3492,29,CALIFORNIA,Cardenas D,100,2017
3493,27,CALIFORNIA,Chu D,100,2017
3494,8,CALIFORNIA,Cook R,0,2017
3495,16,CALIFORNIA,Costa D,60,2017
3496,53,CALIFORNIA,Davis S. D,85,2017
3497,10,CALIFORNIA,Denham,0,2017
3498,11,CALIFORNIA,DeSaulnier D,100,2017
3499,18,CALIFORNIA,Eshoo D,95,2017
3500,20,CALIFORNIA,Panetta D,75,2017
3501,3,CALIFORNIA,Garamendi D,90,2017
3502,44,CALIFORNIA,Barragan D,90,2017
3503,17,CALIFORNIA,Khanna D,100,2017
3504,2,CALIFORNIA,Huffman D,100,2017
3505,50,CALIFORNIA,Hunter R,0,2017
3506,49,CALIFORNIA,Issa R,5,2017
3507,25,CALIFORNIA,Knight R,0,2017
3508,1,CALIFORNIA,LaMalfa R,0,2017
3509,13,CALIFORNIA,Lee B. D,100,2017
3510,33,CALIFORNIA,Lieu D,90,2017
3511,19,CALIFORNIA,Lofgren D,100,2017
3512,47,CALIFORNIA,Lowenthal D,100,2017
3513,6,CALIFORNIA,Matsui D,90,2017
3514,23,CALIFORNIA,McCarthy R,0,2017
3515,4,CALIFORNIA,McClintock R,5,2017
3516,9,CALIFORNIA,McNerney D,90,2017
3517,32,CALIFORNIA,Napolitano D,75,2017
3518,22,CALIFORNIA,Nunes R,0,2017
3519,12,CALIFORNIA,Pelosi D,95,2017
3520,52,CALIFORNIA,Peters S. D,75,2017
3521,48,CALIFORNIA,Rohrabacher R,5,2017
3522,40,CALIFORNIA,RoybalAllard D,100,2017
3523,39,CALIFORNIA,Royce R,0,2017
3524,36,CALIFORNIA,Ruiz D,75,2017
3525,38,CALIFORNIA,Sanchez Linda D,95,2017
3526,46,CALIFORNIA,Correa D,65,2017
3527,28,CALIFORNIA,Schiff D,90,2017
3528,30,CALIFORNIA,Sherman D,90,2017
3529,14,CALIFORNIA,Speier D,90,2017
3530,15,CALIFORNIA,Swalwell D,90,2017
3531,41,CALIFORNIA,Takano D,100,2017
3532,5,CALIFORNIA,Thompson M. D,95,2017
3533,35,CALIFORNIA,Torres D,90,2017
3534,21,CALIFORNIA,Valadao R,0,2017
3535,51,CALIFORNIA,Vargas D,90,2017
3536,45,CALIFORNIA,Walters R,0,2017
3537,43,CALIFORNIA,Waters D,100,2017
3538,4,COLORADO,Buck R,5,2017
3539,6,COLORADO,Coffman R,5,2017
3540,1,COLORADO,DeGette D,90,2017
3541,5,COLORADO,Lamborn R,0,2017
3542,7,COLORADO,Perlmutter D,90,2017
3543,2,COLORADO,Polis D,90,2017
3544,3,COLORADO,Tipton R,0,2017
3545,2,CONNECTICUT,Courtney D,90,2017
3546,3,CONNECTICUT,DeLauro D,95,2017
3547,5,CONNECTICUT,Esty D,90,2017
3548,4,CONNECTICUT,Himes D,90,2017
3549,1,CONNECTICUT,Larson J. D,80,2017
3550,1,DELAWARE,Blunt Rochester D,90,2017
3551,12,FLORIDA,Bilirakis R,0,2017
3552,5,FLORIDA,Lawson D,80,2017
3553,16,FLORIDA,Buchanan R,0,2017
3554,14,FLORIDA,Castor D,95,2017
3555,19,FLORIDA,Rooney R,5,2017
3556,4,FLORIDA,Rutherford R,0,2017
3557,26,FLORIDA,Curbelo R,25,2017
3558,6,FLORIDA,DeSantis R,0,2017
3559,21,FLORIDA,Deutch D,85,2017
3560,25,FLORIDA,DiazBalart R,10,2017
3561,22,FLORIDA,Frankel D,85,2017
3562,2,FLORIDA,Dunn R,0,2017
3563,9,FLORIDA,Soto D,85,2017
3564,20,FLORIDA,Hastings D,95,2017
3565,13,FLORIDA,Crist D,75,2017
3566,7,FLORIDA,Murphy D,65,2017
3567,1,FLORIDA,Gaetz R,5,2017
3568,18,FLORIDA,Mast R,5,2017
3569,11,FLORIDA,Webster R,10,2017
3570,8,FLORIDA,Posey R,0,2017
3571,17,FLORIDA,Rooney R,5,2017
3572,27,FLORIDA,RosLehtinen R,25,2017
3573,15,FLORIDA,Ross R,0,2017
3574,23,FLORIDA,Wasserman Schultz D,95,2017
3575,10,FLORIDA,Demings D,90,2017
3576,24,FLORIDA,Wilson F. D,90,2017
3577,3,FLORIDA,Yoho R,5,2017
3578,12,GEORGIA,Allen R,0,2017
3579,2,GEORGIA,Kelly R. D,100,2017
3580,1,GEORGIA,Carter E.L. R,0,2017
3581,9,GEORGIA,Collins D. R,0,2017
3582,14,GEORGIA,Graves T. R,0,2017
3583,10,GEORGIA,Hice R,5,2017
3584,4,GEORGIA,Johnson H. D,95,2017
3585,5,GEORGIA,Lewis D,100,2017
3586,11,GEORGIA,Loudermilk R,0,2017
3587,6,GEORGIA,Handel R,0,2017
3588,8,GEORGIA,Scott A. R,0,2017
3589,13,GEORGIA,Scott D. D,85,2017
3590,3,GEORGIA,Westmoreland L. R,0,2017
3591,7,GEORGIA,Woodall R,0,2017
3592,2,HAWAII,Gabbard D,95,2017
3593,1,HAWAII,Hanabusa D,90,2017
3594,1,IDAHO,Labrador R,0,2017
3595,2,IDAHO,Simpson R,5,2017
3596,12,ILLINOIS,Bost R,0,2017
3597,17,ILLINOIS,Bustos D,80,2017
3598,7,ILLINOIS,Davis D. D,100,2017
3599,13,ILLINOIS,Davis R. R,0,2017
3600,10,ILLINOIS,Schneider D,75,2017
3601,8,ILLINOIS,Krishnsmoorthi D,85,2017
3602,11,ILLINOIS,Foster D,95,2017
3603,4,ILLINOIS,Gutierrez D,95,2017
3604,14,ILLINOIS,Hultgren R,0,2017
3605,2,ILLINOIS,Kelly R. D,100,2017
3606,16,ILLINOIS,Kinzinger R,0,2017
3607,18,ILLINOIS,LaHood R,0,2017
3608,3,ILLINOIS,Lipinski D,75,2017
3609,5,ILLINOIS,Quigley D,85,2017
3610,6,ILLINOIS,Roskam R,5,2017
3611,1,ILLINOIS,Rush D,90,2017
3612,9,ILLINOIS,Schakowsky D,100,2017
3613,18,ILLINOIS,Schock R I I I I I I I I I I I I I I I I I I I I,0,2017
3614,15,ILLINOIS,Shimkus R,0,2017
3615,5,INDIANA,Brooks S. R,0,2017
3616,8,INDIANA,Bucshon R,0,2017
3617,7,INDIANA,Carson D,100,2017
3618,6,INDIANA,Messer R,0,2017
3619,4,INDIANA,Rokita R,0,2017
3620,3,INDIANA,Banks R,0,2017
3621,1,INDIANA,Visclosky D,90,2017
3622,2,INDIANA,Walorski R,0,2017
3623,9,INDIANA,Hollingsworth R,0,2017
3624,1,IOWA,Blum R,0,2017
3625,4,IOWA,King S. R,0,2017
3626,2,IOWA,Loebsack D,90,2017
3627,3,IOWA,Young D. R,5,2017
3628,1,KANSAS,Marshall R,0,2017
3629,2,KANSAS,Jenkins L. R,0,2017
3630,4,KANSAS,Estes R,0,2017
3631,3,KANSAS,Yoder R,0,2017
3632,6,KENTUCKY,Barr R,0,2017
3633,2,KENTUCKY,Guthrie R,0,2017
3634,4,KENTUCKY,Massie R,20,2017
3635,5,KENTUCKY,Rogers H. R,0,2017
3636,1,KENTUCKY,Whitfield R                  I I I,5,2017
3637,3,KENTUCKY,Yarmuth D,100,2017
3638,5,LOUISIANA,Abraham R,0,2017
3639,3,LOUISIANA,Boustany R,0,2017
3640,4,LOUISIANA,Fleming R,0,2017
3641,6,LOUISIANA,Graves G. R,0,2017
3642,2,LOUISIANA,Richmond D,100,2017
3643,1,LOUISIANA,Scalise R,0,2017
3644,1,MAINE,Pingree D,95,2017
3645,2,MAINE,Poliquin R,5,2017
3646,7,MARYLAND,Cummings D,100,2017
3647,6,MARYLAND,Delaney D,60,2017
3648,4,MARYLAND,Edwards D,95,2017
3649,1,MARYLAND,Harris R,0,2017
3650,5,MARYLAND,Hoyer D,90,2017
3651,2,MARYLAND,Ruppersberger D,90,2017
3652,3,MARYLAND,Sarbanes D,100,2017
3653,8,MARYLAND,Van Hollen D,100,2017
3654,7,MASSACHUSETTS,Capuano D,95,2017
3655,5,MASSACHUSETTS,Clark K. D,100,2017
3656,9,MASSACHUSETTS,Keating D,90,2017
3657,4,MASSACHUSETTS,Kennedy D,90,2017
3658,8,MASSACHUSETTS,Lynch D,90,2017
3659,2,MASSACHUSETTS,McGovern D,100,2017
3660,6,MASSACHUSETTS,Moulton D,90,2017
3661,1,MASSACHUSETTS,Neal D,100,2017
3662,3,MASSACHUSETTS,Tsongas D,95,2017
3663,3,MICHIGAN,Amash R,20,2017
3664,1,MICHIGAN,Benishek R,5,2017
3665,8,MICHIGAN,Bishop M. R,0,2017
3666,13,MICHIGAN,Conyers D,100,2017
3667,12,MICHIGAN,Dingell D,95,2017
3668,2,MICHIGAN,Huizenga R,5,2017
3669,5,MICHIGAN,Kildee D,100,2017
3670,14,MICHIGAN,Lawrence D,100,2017
3671,9,MICHIGAN,Levin D,95,2017
3672,10,MICHIGAN,Miller C. R,0,2017
3673,4,MICHIGAN,Moolenaar R,0,2017
3674,11,MICHIGAN,Trott R,0,2017
3675,6,MICHIGAN,Upton R,0,2017
3676,7,MICHIGAN,Walberg R,0,2017
3677,5,MINNESOTA,Ellison D,85,2017
3678,6,MINNESOTA,Emmer R,0,2017
3679,2,MINNESOTA,Kline J. R,0,2017
3680,4,MINNESOTA,McCollum D,100,2017
3681,8,MINNESOTA,Nolan D,95,2017
3682,3,MINNESOTA,Paulsen R,0,2017
3683,7,MINNESOTA,Peterson D,25,2017
3684,1,MINNESOTA,Walz D,85,2017
3685,3,MISSISSIPPI,Harper R,5,2017
3686,1,MISSISSIPPI,Kelly R,0,2017
3687,4,MISSISSIPPI,Palazzo R,0,2017
3688,2,MISSISSIPPI,Thompson B. D,95,2017
3689,1,MISSOURI,Clay D,100,2017
3690,5,MISSOURI,Cleaver D,90,2017
3691,6,MISSOURI,Graves S. R,5,2017
3692,4,MISSOURI,Hartzler R,0,2017
3693,7,MISSOURI,Long R,0,2017
3694,3,MISSOURI,Luetkemeyer R,0,2017
3695,8,MISSOURI,Smith J. R,0,2017
3696,2,MISSOURI,Wagner R,0,2017
3697,1,MONTANA,Zinke R,5,2017
3698,2,NEBRASKA,Ashford D,60,2017
3699,1,NEBRASKA,Fortenberry R,0,2017
3700,3,NEBRASKA,Smith Adrian R,0,2017
3701,2,NEVADA,Amodei R,0,2017
3702,4,NEVADA,Hardy R,0,2017
3703,3,NEVADA,Heck J. R,0,2017
3704,1,NEVADA,Titus D,90,2017
3705,1,NEW HAMPSHIRE,Guinta R,10,2017
3706,2,NEW HAMPSHIRE,Kuster D,95,2017
3707,11,NEW JERSEY,Frelinghuysen R,0,2017
3708,5,NEW JERSEY,Garrett R,0,2017
3709,7,NEW JERSEY,Lance R,0,2017
3710,2,NEW JERSEY,LoBiondo R,20,2017
3711,3,NEW JERSEY,MacArthur R,0,2017
3712,1,NEW JERSEY,Norcross D,95,2017
3713,6,NEW JERSEY,Pallone D,95,2017
3714,9,NEW JERSEY,Pascrell D,100,2017
3715,10,NEW JERSEY,Payne D,85,2017
3716,8,NEW JERSEY,Sires D,85,2017
3717,4,NEW JERSEY,Smith C. R,0,2017
3718,12,NEW JERSEY,Watson Coleman D,100,2017
3719,3,NEW MEXICO,Lujan B. D,95,2017
3720,1,NEW MEXICO,Lujan Grisham M. D,95,2017
3721,2,NEW MEXICO,Pearce R,5,2017
3722,9,NEW YORK,Clarke Y. D,100,2017
3723,27,NEW YORK,Collins C. R,0,2017
3724,14,NEW YORK,Crowley D,100,2017
3725,11,NEW YORK,Donovan R,5,2017
3726,16,NEW YORK,Engel D,85,2017
3727,19,NEW YORK,Gibson C. R,15,2017
3728,11,NEW YORK,Grimm R I I I I I I I I I I I I I I I I I I I I,0,2017
3729,22,NEW YORK,Hanna R,35,2017
3730,26,NEW YORK,Higgins D,100,2017
3731,3,NEW YORK,Israel D,95,2017
3732,8,NEW YORK,Jeffries D,100,2017
3733,24,NEW YORK,Katko R,10,2017
3734,2,NEW YORK,King P. R,5,2017
3735,17,NEW YORK,Lowey D,95,2017
3736,12,NEW YORK,Maloney C. D,100,2017
3737,18,NEW YORK,Maloney S. D,90,2017
3738,5,NEW YORK,Meeks D,95,2017
3739,6,NEW YORK,Meng D,95,2017
3740,10,NEW YORK,Nadler D,75,2017
3741,13,NEW YORK,Rangel D,95,2017
3742,23,NEW YORK,Reed T. R,0,2017
3743,4,NEW YORK,Rice K. D,90,2017
3744,15,NEW YORK,Serrano D,100,2017
3745,25,NEW YORK,Slaughter D,100,2017
3746,21,NEW YORK,Stefanik R,5,2017
3747,20,NEW YORK,Tonko D,100,2017
3748,7,NEW YORK,Velazquez D,100,2017
3749,1,NEW YORK,Zeldin R,0,2017
3750,12,NORTH CAROLINA,Adams D,100,2017
3751,1,NORTH CAROLINA,Butterfield D,95,2017
3752,2,NORTH CAROLINA,Ellmers R,0,2017
3753,5,NORTH CAROLINA,Foxx R,0,2017
3754,13,NORTH CAROLINA,Holding R,0,2017
3755,8,NORTH CAROLINA,Hudson R,0,2017
3756,3,NORTH CAROLINA,Jones R,30,2017
3757,10,NORTH CAROLINA,McHenry R,0,2017
3758,11,NORTH CAROLINA,Meadows R,0,2017
3759,9,NORTH CAROLINA,Pittenger R,0,2017
3760,4,NORTH CAROLINA,Price D. D,100,2017
3761,7,NORTH CAROLINA,Rouzer R,0,2017
3762,6,NORTH CAROLINA,Walker R,0,2017
3763,1,NORTH DAKOTA,Cramer R,0,2017
3764,3,OHIO,Beatty D,95,2017
3765,1,OHIO,Chabot R,0,2017
3766,8,OHIO,Davidson R I I I I I I I I,0,2017
3767,11,OHIO,Fudge D,100,2017
3768,7,OHIO,Gibbs B. R,0,2017
3769,6,OHIO,Johnson B. R,0,2017
3770,4,OHIO,Jordan R,0,2017
3771,14,OHIO,Joyce R,0,2017
3772,9,OHIO,Kaptur D,95,2017
3773,5,OHIO,Latta R,0,2017
3774,16,OHIO,Renacci R,0,2017
3775,13,OHIO,Ryan T. D,95,2017
3776,15,OHIO,Stivers R,0,2017
3777,12,OHIO,Tiberi R,0,2017
3778,10,OHIO,Turner R,5,2017
3779,2,OHIO,Wenstrup R,0,2017
3780,1,OKLAHOMA,Bridenstine R,0,2017
3781,4,OKLAHOMA,Cole R,5,2017
3782,3,OKLAHOMA,Lucas R,0,2017
3783,2,OKLAHOMA,Mullin R,0,2017
3784,5,OKLAHOMA,Russell R,5,2017
3785,3,OREGON,Blumenauer D,95,2017
3786,1,OREGON,Bonamici D,100,2017
3787,4,OREGON,DeFazio D,95,2017
3788,5,OREGON,Schrader D,80,2017
3789,2,OREGON,Walden R,0,2017
3790,11,PENNSYLVANIA,Barletta R,5,2017
3791,13,PENNSYLVANIA,Boyle D,95,2017
3792,1,PENNSYLVANIA,Brady R. D,100,2017
3793,17,PENNSYLVANIA,Cartwright D,95,2017
3794,6,PENNSYLVANIA,Costello R,15,2017
3795,15,PENNSYLVANIA,Dent R,0,2017
3796,14,PENNSYLVANIA,Doyle D,85,2017
3797,2,PENNSYLVANIA,Fattah D            I I I I I I I I I,20,2017
3798,8,PENNSYLVANIA,Fitzpatrick R,10,2017
3799,3,PENNSYLVANIA,Kelly R,0,2017
3800,10,PENNSYLVANIA,Marino R,0,2017
3801,7,PENNSYLVANIA,Meehan R,5,2017
3802,18,PENNSYLVANIA,Murphy T. R,0,2017
3803,4,PENNSYLVANIA,Perry R,0,2017
3804,16,PENNSYLVANIA,Pitts R,0,2017
3805,12,PENNSYLVANIA,Rothfus R,0,2017
3806,9,PENNSYLVANIA,Shuster R,0,2017
3807,5,PENNSYLVANIA,Thompson G. R,0,2017
3808,1,RHODE ISLAND,Cicilline D,100,2017
3809,2,RHODE ISLAND,Langevin D,90,2017
3810,6,SOUTH CAROLINA,Clyburn D,95,2017
3811,3,SOUTH CAROLINA,Duncan Jeff R,0,2017
3812,4,SOUTH CAROLINA,Gowdy R,0,2017
3813,5,SOUTH CAROLINA,Mulvaney R,5,2017
3814,7,SOUTH CAROLINA,Rice T. R,0,2017
3815,1,SOUTH CAROLINA,Sanford R,5,2017
3816,2,SOUTH CAROLINA,Wilson J. R,0,2017
3817,1,SOUTH DAKOTA,Noem R,0,2017
3818,6,TENNESSEE,Black D. R,5,2017
3819,7,TENNESSEE,Blackburn M. R,0,2017
3820,9,TENNESSEE,Cohen D,100,2017
3821,5,TENNESSEE,Cooper D,80,2017
3822,4,TENNESSEE,DesJarlais R,0,2017
3823,2,TENNESSEE,Duncan John R,20,2017
3824,8,TENNESSEE,Fincher R,0,2017
3825,3,TENNESSEE,Fleischmann R,0,2017
3826,1,TENNESSEE,Roe R,0,2017
3827,36,TEXAS,Babin R,0,2017
3828,6,TEXAS,Barton R,0,2017
3829,8,TEXAS,Brady K. R,0,2017
3830,26,TEXAS,Burgess R,10,2017
3831,31,TEXAS,Carter J. R,0,2017
3832,20,TEXAS,Castro D,90,2017
3833,11,TEXAS,Conaway R,0,2017
3834,28,TEXAS,Cuellar D,45,2017
3835,7,TEXAS,Culberson R,5,2017
3836,35,TEXAS,Doggett D,95,2017
3837,27,TEXAS,Farenthold R,0,2017
3838,17,TEXAS,Flores R,0,2017
3839,1,TEXAS,Gohmert R,0,2017
3840,12,TEXAS,Granger R,0,2017
3841,9,TEXAS,Green A. D,95,2017
3842,29,TEXAS,Green G. D,85,2017
3843,5,TEXAS,Hensarling R,0,2017
3844,15,TEXAS,Hinojosa D,80,2017
3845,23,TEXAS,Hurd R,0,2017
3846,18,TEXAS,Jackson Lee D,90,2017
3847,3,TEXAS,Johnson S. R,5,2017
3848,30,TEXAS,Johnson E. D,85,2017
3849,24,TEXAS,Marchant R,0,2017
3850,10,TEXAS,McCaul R,0,2017
3851,19,TEXAS,Neugebauer R,0,2017
3852,16,TEXAS,ORourke D,100,2017
3853,22,TEXAS,Olson R,0,2017
3854,2,TEXAS,Poe R,0,2017
3855,4,TEXAS,Ratcliffe R,0,2017
3856,32,TEXAS,Sessions P. R,0,2017
3857,21,TEXAS,Smith Lamar R,5,2017
3858,13,TEXAS,Thornberry R,0,2017
3859,33,TEXAS,Veasey D,90,2017
3860,34,TEXAS,Vela D,75,2017
3861,14,TEXAS,Weber R,0,2017
3862,25,TEXAS,Williams R,0,2017
3863,1,UTAH,Bishop R. R,5,2017
3864,3,UTAH,Chaffetz R,0,2017
3865,4,UTAH,Love R,0,2017
3866,2,UTAH,Stewart R,0,2017
3867,1,VERMONT,Welch D,100,2017
3868,8,VIRGINIA,Beyer D,95,2017
3869,7,VIRGINIA,Brat R,0,2017
3870,10,VIRGINIA,Comstock R,15,2017
3871,11,VIRGINIA,Connolly D,85,2017
3872,4,VIRGINIA,Forbes R,0,2017
3873,6,VIRGINIA,Goodlatte R,5,2017
3874,9,VIRGINIA,Griffith R,10,2017
3875,5,VIRGINIA,Hurt R,5,2017
3876,2,VIRGINIA,Rigell R,5,2017
3877,3,VIRGINIA,Scott R. D,100,2017
3878,1,VIRGINIA,Wittman R,0,2017
3879,1,WASHINGTON,DelBene D,95,2017
3880,10,WASHINGTON,Heck D. D,95,2017
3881,3,WASHINGTON,Herrera Beutler R,0,2017
3882,6,WASHINGTON,Kilmer D,95,2017
3883,2,WASHINGTON,Larsen R. D,95,2017
3884,7,WASHINGTON,McDermott D,85,2017
3885,5,WASHINGTON,McMorris Rodgers R,0,2017
3886,4,WASHINGTON,Newhouse R,0,2017
3887,8,WASHINGTON,Reichert R,10,2017
3888,9,WASHINGTON,Smith Adam D,65,2017
3889,3,WEST VIRGINIA,Jenkins E. R,0,2017
3890,1,WEST VIRGINIA,McKinley R,5,2017
3891,2,WEST VIRGINIA,Mooney R,0,2017
3892,7,WISCONSIN,Duffy R,0,2017
3893,6,WISCONSIN,Grothman R,0,2017
3894,3,WISCONSIN,Kind D,75,2017
3895,4,WISCONSIN,Moore D,90,2017
3896,2,WISCONSIN,Pocan D,95,2017
3897,8,WISCONSIN,Ribble R,0,2017
3898,1,WISCONSIN,Ryan P. R S S S S S  S S S S S S S S S S S S S S,0,2017
3899,5,WISCONSIN,Sensenbrenner R,0,2017
3900,1,WYOMING,Lummis R,0,2017
3901,1,ALABAMA,Byrne,0,2018
3902,2,ALABAMA,Roby,0,2018
3903,3,ALABAMA,Rogers M.,0,2018
3904,4,ALABAMA,Aderholt,0,2018
3905,5,ALABAMA,Brooks M.,15,2018
3906,6,ALABAMA,Palmer,0,2018
3907,7,ALABAMA,Sewell,55,2018
3908,1,ALASKA,Young D. R,5,2018
3909,1,ARIZONA,OHalleran,40,2018
3910,2,ARIZONA,McSally,0,2018
3911,3,ARIZONA,Grijalva,100,2018
3912,4,ARIZONA,Gosar,10,2018
3913,5,ARIZONA,Biggs,25,2018
3914,6,ARIZONA,Schweikert,0,2018
3915,7,ARIZONA,Gallego,85,2018
3916,8,ARIZONA,Lesko              I I I I I I I,0,2018
3917,9,ARIZONA,Sinema,35,2018
3918,1,ARKANSAS,Crawford,0,2018
3919,2,ARKANSAS,Hill,0,2018
3920,3,ARKANSAS,Womack,0,2018
3921,4,ARKANSAS,Westerman,0,2018
3922,1,CALIFORNIA,LaMalfa,0,2018
3923,2,CALIFORNIA,Huffman,85,2018
3924,3,CALIFORNIA,Garamendi,70,2018
3925,4,CALIFORNIA,McClintock,20,2018
3926,5,CALIFORNIA,Thompson M.,90,2018
3927,6,CALIFORNIA,Matsui,85,2018
3928,7,CALIFORNIA,Bera,55,2018
3929,8,CALIFORNIA,Cook,0,2018
3930,9,CALIFORNIA,McNerney,75,2018
3931,10,CALIFORNIA,Denham,5,2018
3932,11,CALIFORNIA,DeSaulnier,100,2018
3933,12,CALIFORNIA,Pelosi,85,2018
3934,13,CALIFORNIA,Lee B.,95,2018
3935,14,CALIFORNIA,Speier,50,2018
3936,15,CALIFORNIA,Swalwell,90,2018
3937,16,CALIFORNIA,Costa,50,2018
3938,17,CALIFORNIA,Khanna,90,2018
3939,18,CALIFORNIA,Eshoo,75,2018
3940,19,CALIFORNIA,Lofgren,85,2018
3941,20,CALIFORNIA,Panetta,65,2018
3942,21,CALIFORNIA,Valadao,5,2018
3943,22,CALIFORNIA,Nunes,0,2018
3944,23,CALIFORNIA,McCarthy,0,2018
3945,24,CALIFORNIA,Carbajal,70,2018
3946,25,CALIFORNIA,Knight,5,2018
3947,26,CALIFORNIA,Brownley,75,2018
3948,27,CALIFORNIA,Chu,95,2018
3949,28,CALIFORNIA,Schiff,85,2018
3950,29,CALIFORNIA,Cardenas,65,2018
3951,30,CALIFORNIA,Sherman,75,2018
3952,31,CALIFORNIA,Aguilar,70,2018
3953,32,CALIFORNIA,Napolitano,95,2018
3954,33,CALIFORNIA,Lieu,80,2018
3955,34,CALIFORNIA,Becerra,0,2018
3956,34,CALIFORNIA,Gomez,100,2018
3957,35,CALIFORNIA,Torres,70,2018
3958,36,CALIFORNIA,Ruiz,75,2018
3959,37,CALIFORNIA,Bass,55,2018
3960,38,CALIFORNIA,Sanchez,80,2018
3961,39,CALIFORNIA,Royce,0,2018
3962,40,CALIFORNIA,RoybalAllard,90,2018
3963,41,CALIFORNIA,Takano,95,2018
3964,42,CALIFORNIA,Calvert,0,2018
3965,43,CALIFORNIA,Waters Maxine,90,2018
3966,44,CALIFORNIA,Barragan,85,2018
3967,45,CALIFORNIA,Walters Mimi,0,2018
3968,46,CALIFORNIA,Correa,50,2018
3969,47,CALIFORNIA,Lowenthal,100,2018
3970,48,CALIFORNIA,Rohrabacher,30,2018
3971,49,CALIFORNIA,Issa,0,2018
3972,50,CALIFORNIA,Hunter,0,2018
3973,51,CALIFORNIA,Vargas,85,2018
3974,52,CALIFORNIA,Peters S.,55,2018
3975,53,CALIFORNIA,Davis S.,85,2018
3976,1,COLORADO,DeGette,95,2018
3977,2,COLORADO,Polis,75,2018
3978,3,COLORADO,Tipton,0,2018
3979,4,COLORADO,Buck,5,2018
3980,5,COLORADO,Lamborn,0,2018
3981,6,COLORADO,Coffman,5,2018
