Seat,State,Name,LQ Score,Year
2,SOUTH CAROLINA,Wilson J. R,0,2016
AL,SOUTH DAKOTA,Noem R,0,2016
6,TENNESSEE,Black D. R,5,2016
7,TENNESSEE,Blackburn M. R,0,2016
9,TENNESSEE,Cohen D,100,2016
5,TENNESSEE,Cooper D,80,2016
4,TENNESSEE,DesJarlais R,0,2016
2,TENNESSEE,Duncan John R,20,2016
8,TENNESSEE,Fincher R,0,2016
3,TENNESSEE,Fleischmann R,0,2016
1,TENNESSEE,Roe R,0,2016
36,TEXAS,Babin R,0,2016
6,TEXAS,Barton R               ADA  Congressional Voting RecordVote Number,0,2016
8,TEXAS,Brady K. R,0,2016
26,TEXAS,Burgess R,10,2016
31,TEXAS,Carter J. R,0,2016
20,TEXAS,Castro D,90,2016
11,TEXAS,Conaway R,0,2016
28,TEXAS,Cuellar D,45,2016
7,TEXAS,Culberson R,5,2016
35,TEXAS,Doggett D,95,2016
27,TEXAS,Farenthold R,0,2016
17,TEXAS,Flores R,0,2016
1,TEXAS,Gohmert R,0,2016
12,TEXAS,Granger R,0,2016
9,TEXAS,Green A. D,95,2016
29,TEXAS,Green G. D,85,2016
5,TEXAS,Hensarling R,0,2016
15,TEXAS,Hinojosa D,80,2016
23,TEXAS,Hurd R,0,2016
18,TEXAS,Jackson Lee D,90,2016
3,TEXAS,Johnson S. R,5,2016
30,TEXAS,Johnson E. D,85,2016
24,TEXAS,Marchant R,0,2016
10,TEXAS,McCaul R,0,2016
19,TEXAS,Neugebauer R,0,2016
16,TEXAS,ORourke D,100,2016
22,TEXAS,Olson R,0,2016
2,TEXAS,Poe R,0,2016
4,TEXAS,Ratcliffe R,0,2016
32,TEXAS,Sessions P. R,0,2016
21,TEXAS,Smith Lamar R,5,2016
13,TEXAS,Thornberry R,0,2016
33,TEXAS,Veasey D,90,2016
34,TEXAS,Vela D,75,2016
14,TEXAS,Weber R,0,2016
25,TEXAS,Williams R,0,2016
1,UTAH,Bishop R. R,5,2016
3,UTAH,Chaffetz R,0,2016
4,UTAH,Love R,0,2016
2,UTAH,Stewart R,0,2016
AL,VERMONT,Welch D                  ADA c ongressionAl Voting recorD,2016,2016
8,VIRGINIA,Beyer D,95,2016
7,VIRGINIA,Brat R,0,2016
10,VIRGINIA,Comstock R,15,2016
11,VIRGINIA,Connolly D,85,2016
4,VIRGINIA,Forbes R,0,2016
6,VIRGINIA,Goodlatte R,5,2016
9,VIRGINIA,Griffith R,10,2016
5,VIRGINIA,Hurt R,5,2016
2,VIRGINIA,Rigell R,5,2016
3,VIRGINIA,Scott R. D,100,2016
1,VIRGINIA,Wittman R,0,2016
1,WASHINGTON,DelBene D,95,2016
10,WASHINGTON,Heck D. D,95,2016
3,WASHINGTON,Herrera Beutler R,0,2016
6,WASHINGTON,Kilmer D,95,2016
2,WASHINGTON,Larsen R. D,95,2016
7,WASHINGTON,McDermott D,85,2016
5,WASHINGTON,McMorris Rodgers R,0,2016
4,WASHINGTON,Newhouse R,0,2016
8,WASHINGTON,Reichert R,10,2016
9,WASHINGTON,Smith Adam D,65,2016
3,WEST VIRGINIA,Jenkins E. R,0,2016
1,WEST VIRGINIA,McKinley R,5,2016
2,WEST VIRGINIA,Mooney R,0,2016
7,WISCONSIN,Duffy R,0,2016
6,WISCONSIN,Grothman R,0,2016
3,WISCONSIN,Kind D,75,2016
4,WISCONSIN,Moore D,90,2016
2,WISCONSIN,Pocan D,95,2016
8,WISCONSIN,Ribble R,0,2016
1,WISCONSIN,Ryan P. R SSSSSSSS S S S S S S S S S S S,0,2016
5,WISCONSIN,Sensenbrenner R,0,2016
AL,WYOMING,Lummis R,0,2016
4,ALABAMA,AderholtR,0,2017
5,ALABAMA,Brooks M. R,5,2017
1,ALABAMA,Byrne R,0,2017
6,ALABAMA,Palmer R,0,2017
2,ALABAMA,Roby R,0,2017
3,ALABAMA,Rogers Mike D. R,5,2017
7,ALABAMA,Sewell D,85,2017
AL,ALASKA,Young D. R,0,2017
8,ARIZONA,Franks R,0,2017
7,ARIZONA,Gallego Ruben D,95,2017
4,ARIZONA,Gosar R,5,2017
3,ARIZONA,Grijalva D,100,2017
1,ARIZONA,Kirkpatrick D,75,2017
2,ARIZONA,McSally R,0,2017
5,ARIZONA,Biggs R,0,2017
6,ARIZONA,Schweikert R,0,2017
9,ARIZONA,Sinema D,65,2017
1,ARKANSAS,Crawford R,5,2017
2,ARKANSAS,Hill R,0,2017
4,ARKANSAS,Westerman R,0,2017
3,ARKANSAS,Womack R,0,2017
31,CALIFORNIA,Aguilar D,75,2017
37,CALIFORNIA,Bass D,100,2017
34,CALIFORNIA,Gomez D,55,2017
7,CALIFORNIA,Bera D,70,2017
26,CALIFORNIA,Brownley D,80,2017
42,CALIFORNIA,Calvert R,0,2017
24,CALIFORNIA,Carbajal D,75,2017
29,CALIFORNIA,Cardenas D,100,2017
27,CALIFORNIA,Chu D,100,2017
8,CALIFORNIA,Cook R,0,2017
16,CALIFORNIA,Costa D,60,2017
53,CALIFORNIA,Davis S. D,85,2017
10,CALIFORNIA,Denham,0,2017
11,CALIFORNIA,DeSaulnier D,100,2017
18,CALIFORNIA,Eshoo D                  ADA  Congressional Voting Record ADA c ongressionAl Voting recorD,2017,2017
20,CALIFORNIA,Panetta D,75,2017
3,CALIFORNIA,Garamendi D,90,2017
44,CALIFORNIA,Barragan D,90,2017
17,CALIFORNIA,Khanna D,100,2017
2,CALIFORNIA,Huffman D,100,2017
50,CALIFORNIA,Hunter R,0,2017
49,CALIFORNIA,Issa R,5,2017
25,CALIFORNIA,Knight R,0,2017
1,CALIFORNIA,LaMalfa R,0,2017
13,CALIFORNIA,Lee B. D,100,2017
33,CALIFORNIA,Lieu D,90,2017
19,CALIFORNIA,Lofgren D,100,2017
47,CALIFORNIA,Lowenthal D,100,2017
6,CALIFORNIA,Matsui D,90,2017
23,CALIFORNIA,McCarthy R,0,2017
4,CALIFORNIA,McClintock R,5,2017
9,CALIFORNIA,McNerney D,90,2017
32,CALIFORNIA,Napolitano D,75,2017
22,CALIFORNIA,Nunes R,0,2017
12,CALIFORNIA,Pelosi D,95,2017
52,CALIFORNIA,Peters S. D,75,2017
48,CALIFORNIA,Rohrabacher R,5,2017
40,CALIFORNIA,RoybalAllard D,100,2017
39,CALIFORNIA,Royce R,0,2017
36,CALIFORNIA,Ruiz D,75,2017
38,CALIFORNIA,Sanchez Linda D,95,2017
46,CALIFORNIA,Correa D,65,2017
28,CALIFORNIA,Schiff D,90,2017
30,CALIFORNIA,Sherman D,90,2017
14,CALIFORNIA,Speier D,90,2017
15,CALIFORNIA,Swalwell D,90,2017
41,CALIFORNIA,Takano D,100,2017
5,CALIFORNIA,Thompson M. D,95,2017
35,CALIFORNIA,Torres D,90,2017
21,CALIFORNIA,Valadao R,0,2017
51,CALIFORNIA,Vargas D,90,2017
45,CALIFORNIA,Walters R,0,2017
43,CALIFORNIA,Waters D  ADA  Congressional Voting Record ADA c ongressionAl Voting recorD,2017,2017
4,COLORADO,Buck R,5,2017
6,COLORADO,Coffman R,5,2017
1,COLORADO,DeGette D,90,2017
5,COLORADO,Lamborn R,0,2017
7,COLORADO,Perlmutter D,90,2017
2,COLORADO,Polis D,90,2017
3,COLORADO,Tipton R,0,2017
2,CONNECTICUT,Courtney D,90,2017
3,CONNECTICUT,DeLauro D,95,2017
5,CONNECTICUT,Esty D,90,2017
4,CONNECTICUT,Himes D,90,2017
1,CONNECTICUT,Larson J. D,80,2017
AL,DELAWARE,Blunt Rochester D,90,2017
12,FLORIDA,Bilirakis R,0,2017
5,FLORIDA,Lawson D,80,2017
16,FLORIDA,Buchanan R,0,2017
14,FLORIDA,Castor D,95,2017
19,FLORIDA,Rooney R,5,2017
4,FLORIDA,Rutherford R,0,2017
26,FLORIDA,Curbelo R,25,2017
6,FLORIDA,DeSantis R,0,2017
21,FLORIDA,Deutch D,85,2017
25,FLORIDA,DiazBalart R,10,2017
22,FLORIDA,Frankel D,85,2017
2,FLORIDA,Dunn R,0,2017
9,FLORIDA,Soto D,85,2017
20,FLORIDA,Hastings D,95,2017
13,FLORIDA,Crist D,75,2017
7,FLORIDA,Murphy D,65,2017
1,FLORIDA,Gaetz R,5,2017
18,FLORIDA,Mast R,5,2017
11,FLORIDA,Webster R,10,2017
8,FLORIDA,Posey R,0,2017
17,FLORIDA,Rooney R,5,2017
27,FLORIDA,RosLehtinen R,25,2017
15,FLORIDA,Ross R,0,2017
23,FLORIDA,Wasserman Schultz D,95,2017
10,FLORIDA,Demings D               ADA  Congressional Voting Record ADA c ongressionAl Voting recorD,2017,2017
24,FLORIDA,Wilson F. D,90,2017
3,FLORIDA,Yoho R,5,2017
12,GEORGIA,Allen R,0,2017
2,GEORGIA,Kelly R. D,100,2017
1,GEORGIA,Carter E.L. R,0,2017
9,GEORGIA,Collins D. R,0,2017
14,GEORGIA,Graves T. R,0,2017
10,GEORGIA,Hice R,5,2017
4,GEORGIA,Johnson H. D,95,2017
5,GEORGIA,Lewis D,100,2017
11,GEORGIA,Loudermilk R,0,2017
6,GEORGIA,Handel R,0,2017
8,GEORGIA,Scott A. R,0,2017
13,GEORGIA,Scott D. D,85,2017
3,GEORGIA,Westmoreland L. R,0,2017
7,GEORGIA,Woodall R,0,2017
2,HAWAII,Gabbard D,95,2017
1,HAWAII,Hanabusa D,90,2017
1,IDAHO,Labrador R,0,2017
2,IDAHO,Simpson R,5,2017
12,ILLINOIS,Bost R,0,2017
17,ILLINOIS,Bustos D,80,2017
7,ILLINOIS,Davis D. D,100,2017
13,ILLINOIS,Davis R. R,0,2017
10,ILLINOIS,Schneider D,75,2017
8,ILLINOIS,Krishnsmoorthi D,85,2017
11,ILLINOIS,Foster D,95,2017
4,ILLINOIS,Gutierrez D,95,2017
14,ILLINOIS,Hultgren R,0,2017
2,ILLINOIS,Kelly R. D,100,2017
16,ILLINOIS,Kinzinger R,0,2017
18,ILLINOIS,LaHood R,0,2017
3,ILLINOIS,Lipinski D,75,2017
5,ILLINOIS,Quigley D,85,2017
6,ILLINOIS,Roskam R,5,2017
1,ILLINOIS,Rush D,90,2017
9,ILLINOIS,Schakowsky D,100,2017
18,ILLINOIS,Schock R I I I I I III I I II I II I I I I I  ADA  Congressional Voting Record ADA c ongressionAl Voting recorD,2017,2017
15,ILLINOIS,Shimkus R,0,2017
5,INDIANA,Brooks S. R,0,2017
8,INDIANA,Bucshon R,0,2017
7,INDIANA,Carson D,100,2017
6,INDIANA,Messer R,0,2017
4,INDIANA,Rokita R,0,2017
3,INDIANA,Banks R,0,2017
1,INDIANA,Visclosky D,90,2017
2,INDIANA,Walorski R,0,2017
9,INDIANA,Hollingsworth R,0,2017
1,IOWA,Blum R,0,2017
4,IOWA,King S. R,0,2017
2,IOWA,Loebsack D,90,2017
3,IOWA,Young D. R,5,2017
1,KANSAS,Marshall R,0,2017
2,KANSAS,Jenkins L. R,0,2017
4,KANSAS,Estes R,0,2017
3,KANSAS,Yoder R,0,2017
6,KENTUCKY,Barr R,0,2017
2,KENTUCKY,Guthrie R,0,2017
4,KENTUCKY,Massie R,20,2017
5,KENTUCKY,Rogers H. R,0,2017
1,KENTUCKY,Whitfield R             I I I,5,2017
3,KENTUCKY,Yarmuth D,100,2017
5,LOUISIANA,Abraham R,0,2017
3,LOUISIANA,Boustany R,0,2017
4,LOUISIANA,Fleming R,0,2017
6,LOUISIANA,Graves G. R,0,2017
2,LOUISIANA,Richmond D,100,2017
1,LOUISIANA,Scalise R,0,2017
1,MAINE,Pingree D,95,2017
2,MAINE,Poliquin R,5,2017
7,MARYLAND,Cummings D,100,2017
6,MARYLAND,Delaney D               ADA  Congressional Voting Record ADA c ongressionAl Voting recorD,2017,2017
4,MARYLAND ( cont.),Edwards D,95,2017
1,MARYLAND ( cont.),Harris R,0,2017
5,MARYLAND ( cont.),Hoyer D,90,2017
2,MARYLAND ( cont.),Ruppersberger D,90,2017
3,MARYLAND ( cont.),Sarbanes D,100,2017
8,MARYLAND ( cont.),Van Hollen D,100,2017
7,MASSACHUSETTS,Capuano D,95,2017
5,MASSACHUSETTS,Clark K. D,100,2017
9,MASSACHUSETTS,Keating D,90,2017
4,MASSACHUSETTS,Kennedy D,90,2017
8,MASSACHUSETTS,Lynch D,90,2017
2,MASSACHUSETTS,McGovern D,100,2017
6,MASSACHUSETTS,Moulton D,90,2017
1,MASSACHUSETTS,Neal D,100,2017
3,MASSACHUSETTS,Tsongas D,95,2017
3,MICHIGAN,Amash R,20,2017
1,MICHIGAN,Benishek R,5,2017
8,MICHIGAN,Bishop M. R,0,2017
13,MICHIGAN,Conyers D,100,2017
12,MICHIGAN,Dingell D,95,2017
2,MICHIGAN,Huizenga R,5,2017
5,MICHIGAN,Kildee D,100,2017
14,MICHIGAN,Lawrence D,100,2017
9,MICHIGAN,Levin D,95,2017
10,MICHIGAN,Miller C. R,0,2017
4,MICHIGAN,Moolenaar R,0,2017
11,MICHIGAN,Trott R,0,2017
6,MICHIGAN,Upton R,0,2017
7,MICHIGAN,Walberg R,0,2017
5,MINNESOTA,Ellison D,85,2017
6,MINNESOTA,Emmer R,0,2017
2,MINNESOTA,Kline J. R,0,2017
4,MINNESOTA,McCollum D,100,2017
8,MINNESOTA,Nolan D,95,2017
3,MINNESOTA,Paulsen R,0,2017
7,MINNESOTA,Peterson D,25,2017
1,MINNESOTA,Walz D                ADA  Congressional Voting Record ADA c ongressionAl Voting recorD,2017,2017
3,MISSISSIPPI,Harper R,5,2017
1,MISSISSIPPI,Kelly R,0,2017
4,MISSISSIPPI,Palazzo R,0,2017
2,MISSISSIPPI,Thompson B. D,95,2017
1,MISSOURI,Clay D,100,2017
5,MISSOURI,Cleaver D,90,2017
6,MISSOURI,Graves S. R,5,2017
4,MISSOURI,Hartzler R,0,2017
7,MISSOURI,Long R,0,2017
3,MISSOURI,Luetkemeyer R,0,2017
8,MISSOURI,Smith J. R,0,2017
2,MISSOURI,Wagner R,0,2017
AL,MONTANA,Zinke R,5,2017
2,NEBRASKA,Ashford D,60,2017
1,NEBRASKA,Fortenberry R,0,2017
3,NEBRASKA,Smith Adrian R,0,2017
2,NEBRASKA,Amodei R,0,2017
4,NEBRASKA,Hardy R,0,2017
3,NEBRASKA,Heck J. R,0,2017
1,NEBRASKA,Titus D,90,2017
1,NEW HAMPSHIRE,Guinta R,10,2017
2,NEW HAMPSHIRE,Kuster D,95,2017
11,NEW JERSEY,Frelinghuysen R,0,2017
5,NEW JERSEY,Garrett R,0,2017
7,NEW JERSEY,Lance R,0,2017
2,NEW JERSEY,LoBiondo R,20,2017
3,NEW JERSEY,MacArthur R,0,2017
1,NEW JERSEY,Norcross D,95,2017
6,NEW JERSEY,Pallone D,95,2017
9,NEW JERSEY,Pascrell D,100,2017
10,NEW JERSEY,Payne D,85,2017
8,NEW JERSEY,Sires D,85,2017
4,NEW JERSEY,Smith C. R,0,2017
12,NEW JERSEY,Watson Coleman D                  ADA  Congressional Voting Record ADA c ongressionAl Voting recorD,2017,2017
3,NEW MEXICO,Lujan B. D,95,2017
1,NEW MEXICO,Lujan Grisham M. D,95,2017
2,NEW MEXICO,Pearce R,5,2017
9,NEW YORK,Clarke Y . D,100,2017
27,NEW YORK,Collins C. R,0,2017
14,NEW YORK,Crowley D,100,2017
11,NEW YORK,Donovan R,5,2017
16,NEW YORK,Engel D,85,2017
19,NEW YORK,Gibson C. R,15,2017
11,NEW YORK,Grimm R I I IIIIIII I I I I I I I I I I I,0,2017
22,NEW YORK,Hanna R,35,2017
26,NEW YORK,Higgins D,100,2017
3,NEW YORK,Israel D,95,2017
8,NEW YORK,Jeffries D,100,2017
24,NEW YORK,Katko R,10,2017
2,NEW YORK,King P. R,5,2017
17,NEW YORK,Lowey D,95,2017
12,NEW YORK,Maloney C. D,100,2017
18,NEW YORK,Maloney S. D,90,2017
5,NEW YORK,Meeks D,95,2017
6,NEW YORK,Meng D,95,2017
10,NEW YORK,Nadler D,75,2017
13,NEW YORK,Rangel D,95,2017
23,NEW YORK,Reed T. R,0,2017
4,NEW YORK,Rice K. D,90,2017
15,NEW YORK,Serrano D,100,2017
25,NEW YORK,Slaughter D,100,2017
21,NEW YORK,Stefanik R,5,2017
20,NEW YORK,Tonko D,100,2017
7,NEW YORK,Velazquez D,100,2017
1,NEW YORK,Zeldin R,0,2017
12,NORTH CAROLINA,Adams D,100,2017
1,NORTH CAROLINA,Butterfield D,95,2017
2,NORTH CAROLINA,Ellmers R,0,2017
5,NORTH CAROLINA,Foxx R,0,2017
13,NORTH CAROLINA,Holding R,0,2017
8,NORTH CAROLINA,Hudson R,0,2017
3,NORTH CAROLINA,Jones R,30,2017
10,NORTH CAROLINA,McHenry R,0,2017
11,NORTH CAROLINA,Meadows R                ADA  Congressional Voting Record ADA c ongressionAl Voting recorD,2017,2017
9,NORTH CAROLINA,Pittenger R,0,2017
4,NORTH CAROLINA,Price D. D,100,2017
7,NORTH CAROLINA,Rouzer R,0,2017
6,NORTH CAROLINA,Walker R,0,2017
AL,NORTH DAKOTA,Cramer R,0,2017
3,OHIO,Beatty D,95,2017
1,OHIO,Chabot R,0,2017
8,OHIO,Davidson R IIIIIIII,0,2017
11,OHIO,Fudge D,100,2017
7,OHIO,Gibbs B. R,0,2017
6,OHIO,Johnson B. R,0,2017
4,OHIO,Jordan R,0,2017
14,OHIO,Joyce R,0,2017
9,OHIO,Kaptur D,95,2017
5,OHIO,Latta R,0,2017
16,OHIO,Renacci R,0,2017
13,OHIO,Ryan T. D,95,2017
15,OHIO,Stivers R,0,2017
12,OHIO,Tiberi R,0,2017
10,OHIO,Turner R,5,2017
2,OHIO,Wenstrup R,0,2017
1,OKLAHOMA,Bridenstine R,0,2017
4,OKLAHOMA,Cole R,5,2017
3,OKLAHOMA,Lucas R,0,2017
2,OKLAHOMA,Mullin R,0,2017
5,OKLAHOMA,Russell R,5,2017
3,OREGON,Blumenauer D,95,2017
1,OREGON,Bonamici D,100,2017
4,OREGON,DeFazio D,95,2017
5,OREGON,Schrader D,80,2017
2,OREGON,Walden R,0,2017
11,OREGON,Barletta R,5,2017
13,OREGON,Boyle D,95,2017
1,OREGON,Brady R. D             ADA  Congressional Voting Record ADA c ongressionAl Voting recorD,2017,2017
17,OREGON,Cartwright D,95,2017
6,OREGON,Costello R,15,2017
15,OREGON,Dent R,0,2017
14,OREGON,Doyle D,85,2017
2,OREGON,Fattah D        I I I I I I I I,20,2017
8,OREGON,Fitzpatrick R,10,2017
3,OREGON,Kelly R,0,2017
10,OREGON,Marino R,0,2017
7,OREGON,Meehan R,5,2017
18,OREGON,Murphy T. R,0,2017
4,OREGON,Perry R,0,2017
16,OREGON,Pitts R,0,2017
12,OREGON,Rothfus R,0,2017
9,OREGON,Shuster R,0,2017
5,OREGON,Thompson G. R,0,2017
1,RHODE ISLAND,Cicilline D,100,2017
2,RHODE ISLAND,Langevin D,90,2017
6,SOUTH CAROLINA,Clyburn D,95,2017
3,SOUTH CAROLINA,Duncan Jeff R,0,2017
4,SOUTH CAROLINA,Gowdy R,0,2017
5,SOUTH CAROLINA,Mulvaney R,5,2017
7,SOUTH CAROLINA,Rice T. R,0,2017
1,SOUTH CAROLINA,Sanford R,5,2017
2,SOUTH CAROLINA,Wilson J. R,0,2017
AL,SOUTH DAKOTA,Noem R,0,2017
6,TENNESSEE,Black D. R,5,2017
7,TENNESSEE,Blackburn M. R,0,2017
9,TENNESSEE,Cohen D,100,2017
5,TENNESSEE,Cooper D,80,2017
4,TENNESSEE,DesJarlais R,0,2017
2,TENNESSEE,Duncan John R,20,2017
8,TENNESSEE,Fincher R,0,2017
3,TENNESSEE,Fleischmann R,0,2017
1,TENNESSEE,Roe R,0,2017
36,TEXAS,Babin R,0,2017
6,TEXAS,Barton R                ADA  Congressional Voting RecordVote Number,0,2017
8,TEXAS  ( cont. ),Brady K. R,0,2017
26,TEXAS  ( cont. ),Burgess R,10,2017
31,TEXAS  ( cont. ),Carter J. R,0,2017
20,TEXAS  ( cont. ),Castro D,90,2017
11,TEXAS  ( cont. ),Conaway R,0,2017
28,TEXAS  ( cont. ),Cuellar D,45,2017
7,TEXAS  ( cont. ),Culberson R,5,2017
35,TEXAS  ( cont. ),Doggett D,95,2017
27,TEXAS  ( cont. ),Farenthold R,0,2017
17,TEXAS  ( cont. ),Flores R,0,2017
1,TEXAS  ( cont. ),Gohmert R,0,2017
12,TEXAS  ( cont. ),Granger R,0,2017
9,TEXAS  ( cont. ),Green A. D,95,2017
29,TEXAS  ( cont. ),Green G. D,85,2017
5,TEXAS  ( cont. ),Hensarling R,0,2017
15,TEXAS  ( cont. ),Hinojosa D,80,2017
23,TEXAS  ( cont. ),Hurd R,0,2017
18,TEXAS  ( cont. ),Jackson Lee D,90,2017
3,TEXAS  ( cont. ),Johnson S. R,5,2017
30,TEXAS  ( cont. ),Johnson E. D,85,2017
24,TEXAS  ( cont. ),Marchant R,0,2017
10,TEXAS  ( cont. ),McCaul R,0,2017
19,TEXAS  ( cont. ),Neugebauer R,0,2017
16,TEXAS  ( cont. ),ORourke D,100,2017
22,TEXAS  ( cont. ),Olson R,0,2017
2,TEXAS  ( cont. ),Poe R,0,2017
4,TEXAS  ( cont. ),Ratcliffe R,0,2017
32,TEXAS  ( cont. ),Sessions P. R,0,2017
21,TEXAS  ( cont. ),Smith Lamar R,5,2017
13,TEXAS  ( cont. ),Thornberry R,0,2017
33,TEXAS  ( cont. ),Veasey D,90,2017
34,TEXAS  ( cont. ),Vela D,75,2017
14,TEXAS  ( cont. ),Weber R,0,2017
25,TEXAS  ( cont. ),Williams R,0,2017
1,UTAH,Bishop R. R,5,2017
3,UTAH,Chaffetz R,0,2017
4,UTAH,Love R,0,2017
2,UTAH,Stewart R,0,2017
AL,VERMONT,Welch D                  ADA c ongressionAl Voting recorD,2017,2017
8,VIRGINIA,Beyer D,95,2017
7,VIRGINIA,Brat R,0,2017
10,VIRGINIA,Comstock R,15,2017
11,VIRGINIA,Connolly D,85,2017
4,VIRGINIA,Forbes R,0,2017
6,VIRGINIA,Goodlatte R,5,2017
9,VIRGINIA,Griffith R,10,2017
5,VIRGINIA,Hurt R,5,2017
2,VIRGINIA,Rigell R,5,2017
3,VIRGINIA,Scott R. D,100,2017
1,VIRGINIA,Wittman R,0,2017
1,WASHINGTON,DelBene D,95,2017
10,WASHINGTON,Heck D. D,95,2017
3,WASHINGTON,Herrera Beutler R,0,2017
6,WASHINGTON,Kilmer D,95,2017
2,WASHINGTON,Larsen R. D,95,2017
7,WASHINGTON,McDermott D,85,2017
5,WASHINGTON,McMorris Rodgers R,0,2017
4,WASHINGTON,Newhouse R,0,2017
8,WASHINGTON,Reichert R,10,2017
9,WASHINGTON,Smith Adam D,65,2017
3,WEST VIRGINIA,Jenkins E. R,0,2017
1,WEST VIRGINIA,McKinley R,5,2017
2,WEST VIRGINIA,Mooney R,0,2017
7,WISCONSIN,Duffy R,0,2017
6,WISCONSIN,Grothman R,0,2017
3,WISCONSIN,Kind D,75,2017
4,WISCONSIN,Moore D,90,2017
2,WISCONSIN,Pocan D,95,2017
8,WISCONSIN,Ribble R,0,2017
1,WISCONSIN,Ryan P. R SSSSSSSS S S S S S S S S S S S,0,2017
5,WISCONSIN,Sensenbrenner R,0,2017
AL,WYOMING,Lummis R,0,2017
1,ALABAMA,Byrne,0,2018
2,ALABAMA,Roby,0,2018
3,ALABAMA,Rogers M.,0,2018
4,ALABAMA,Aderholt,0,2018
5,ALABAMA,Brooks M.,15,2018
6,ALABAMA,Palmer,0,2018
7,ALABAMA,Sewell,55,2018
AL,ALASKA,Young D. R,5,2018
1,ARIZONA,OHalleran,40,2018
2,ARIZONA,McSally,0,2018
3,ARIZONA,Grijalva,100,2018
4,ARIZONA,Gosar,10,2018
5,ARIZONA,Biggs,25,2018
6,ARIZONA,Schweikert,0,2018
7,ARIZONA,Gallego,85,2018
8,ARIZONA,Lesko         I I I I I I I,0,2018
9,ARIZONA,Sinema,35,2018
1,ARKANSAS,Crawford,0,2018
2,ARKANSAS,Hill,0,2018
3,ARKANSAS,Womack,0,2018
4,ARKANSAS,Westerman,0,2018
1,CALIFORNIA,LaMalfa,0,2018
2,CALIFORNIA,Huffman,85,2018
3,CALIFORNIA,Garamendi,70,2018
4,CALIFORNIA,McClintock,20,2018
5,CALIFORNIA,Thompson M.,90,2018
6,CALIFORNIA,Matsui,85,2018
7,CALIFORNIA,Bera,55,2018
8,CALIFORNIA,Cook,0,2018
9,CALIFORNIA,McNerney,75,2018
10,CALIFORNIA,Denham,5,2018
11,CALIFORNIA,DeSaulnier,100,2018
12,CALIFORNIA,Pelosi,85,2018
13,CALIFORNIA,Lee B.,95,2018
14,CALIFORNIA,Speier,50,2018
15,CALIFORNIA,Swalwell                 ADA  Congressional Voting Record ADA c ongressionAl Voting recorD,2018,2018
16,CALIFORNIA,Costa,50,2018
17,CALIFORNIA,Khanna,90,2018
18,CALIFORNIA,Eshoo,75,2018
19,CALIFORNIA,Lofgren,85,2018
20,CALIFORNIA,Panetta,65,2018
21,CALIFORNIA,Valadao,5,2018
22,CALIFORNIA,Nunes,0,2018
23,CALIFORNIA,McCarthy,0,2018
24,CALIFORNIA,Carbajal,70,2018
25,CALIFORNIA,Knight,5,2018
26,CALIFORNIA,Brownley,75,2018
27,CALIFORNIA,Chu,95,2018
28,CALIFORNIA,Schiff,85,2018
29,CALIFORNIA,Cardenas,65,2018
30,CALIFORNIA,Sherman,75,2018
31,CALIFORNIA,Aguilar,70,2018
32,CALIFORNIA,Napolitano,95,2018
33,CALIFORNIA,Lieu,80,2018
34,CALIFORNIA,Becerra,0,2018
34,CALIFORNIA,Gomez,100,2018
35,CALIFORNIA,Torres,70,2018
36,CALIFORNIA,Ruiz,75,2018
37,CALIFORNIA,Bass,55,2018
38,CALIFORNIA,Sanchez,80,2018
39,CALIFORNIA,Royce,0,2018
40,CALIFORNIA,RoybalAllard,90,2018
41,CALIFORNIA,Takano,95,2018
42,CALIFORNIA,Calvert,0,2018
43,CALIFORNIA,Waters Maxine,90,2018
44,CALIFORNIA,Barragan,85,2018
45,CALIFORNIA,Walters Mimi,0,2018
46,CALIFORNIA,Correa,50,2018
47,CALIFORNIA,Lowenthal,100,2018
48,CALIFORNIA,Rohrabacher,30,2018
49,CALIFORNIA,Issa,0,2018
50,CALIFORNIA,Hunter,0,2018
51,CALIFORNIA,Vargas,85,2018
52,CALIFORNIA,Peters S.,55,2018
53,CALIFORNIA,Davis S.  ADA  Congressional Voting Record ADA c ongressionAl Voting recorD,2018,2018
1,COLORADO,DeGette,95,2018
2,COLORADO,Polis,75,2018
3,COLORADO,Tipton,0,2018
4,COLORADO,Buck,5,2018
5,COLORADO,Lamborn,0,2018
6,COLORADO,Coffman,5,2018
7,COLORADO,Perlmutter,70,2018
1,CONNECTICUT,Larson J.,75,2018
2,CONNECTICUT,Courtney,75,2018
3,CONNECTICUT,DeLauro,80,2018
4,CONNECTICUT,Himes,60,2018
5,CONNECTICUT,Esty,70,2018
AL,DELAWARE,Blunt Rochester,65,2018
1,FLORIDA,Gaetz,20,2018
2,FLORIDA,Dunn,0,2018
3,FLORIDA,Yoho,5,2018
4,FLORIDA,Rutherford,0,2018
5,FLORIDA,Lawson,65,2018
6,FLORIDA,DeSantis I,0,2018
7,FLORIDA,Murphy,45,2018
8,FLORIDA,Posey,0,2018
9,FLORIDA,Soto,70,2018
10,FLORIDA,Demings,85,2018
11,FLORIDA,Webster,0,2018
12,FLORIDA,Bilirakis,0,2018
13,FLORIDA,Crist,70,2018
14,FLORIDA,Castor,85,2018
15,FLORIDA,Ross,0,2018
16,FLORIDA,Buchanan,5,2018
17,FLORIDA,Rooney T.,0,2018
18,FLORIDA,Mast,5,2018
19,FLORIDA,Rooney F.,0,2018
